name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Villa Wolf Gewurztraminer,54.0,Germany,,,Ernst Loosen,2022.0,0.75,12.0,10-12,white,,dry,,,True,False,,Gewürztraminer
Villa Wolf Pinot Gris Pfalz,54.0,Germany,,,Villa Wolf,2022.0,0.75,,,white,,dry,average,,False,False,,Pinot Gris
Villa Wolf Pinot Noir Pfalz,60.0,Germany,Pfalz,,Villa Wolf,2022.0,0.75,,,red,,dry,light,,False,False,,Pinot Noir
Villa Wolf Pinot Noir Rose Pfalz,54.0,Germany,Pfalz,,Villa Wolf,2020.0,0.75,,,rose,,semi-dry,light,,False,False,,Pinot Noir
Villa Wolf Pinot Noir Rose Sekt Extra Dry,78.0,Germany,Pfalz,,Villa Wolf,,0.75,,,,sparkling,,,,False,False,,Pinot Noir
Villa Wolf Riesling Trocken Pfalz,54.0,Germany,Pfalz,,Villa Wolf,2022.0,0.75,12.5,,white,,dry,light,,False,False,,Riesling
Viña Ilusion Joven Rioja DOC,69.0,Spain,Rioja,Rioja DOC,,2018.0,0.75,13.5,15,red,,dry,average,,True,True,,"Cabernet Sauvignon, Graciano, Tempranillo, Garnacha"
Viña Ilusion Prana Rioja DOC,69.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,13.5,16,red,,dry,average,,True,True,,"Cabernet Sauvignon, Graciano, Tempranillo, Garnacha"
Viña Sastre Crianza Ribera Del Duero DO,144.0,Spain,Castile (Castilla y Leon),Ribera del Duero DO,,2019.0,0.75,15.0,16-18,red,,dry,full,,False,True,,Tempranillo
Viña Sastre Roble Ribera Del Duero DO,79.0,Spain,Castile (Castilla y Leon),Ribera del Duero DO,,2021.0,0.75,14.0,16,red,,dry,average,,False,True,,Tempranillo
Vina Tondonia Reserva Lopez de Heredia Rioja DOC,304.0,Spain,,Rioja DOC,R. LÓPEZ DE HEREDIA,2008.0,0.75,13.0,18,red,,dry,average,,False,False,93.333336,"Tempranillo, Graciano, Garnacha, Mazuelo"
Vina Zorzal El Inquilino Crianza DOCa Rioja,74.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,14.0,15,red,,dry,average,,False,False,,Tempranillo
Vina Zorzal El Inquilino Viura DOCa Rioja,74.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,13.0,8-10,white,,dry,average,,False,False,,Viura
Viñedos de Nieva Sauvignon Blanc DO Rueda,59.0,Spain,Castile (Castilla y Leon),Rueda DO,,2021.0,0.75,,8,white,,dry,,,False,False,,
Viñedos de Nieva Verdejo DO Rueda,55.0,Spain,Castile (Castilla y Leon),Rueda DO,,2021.0,0.75,12.0,8,white,,dry,light,,False,False,90.0,Verdejo
Vino Nobile di Montepulciano Asinone Poliziano Magnum,595.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,Poliziano,2018.0,0.75,,18,red,,dry,full,,False,False,,Sangiovese
Vino Nobile di Montepulciano Boscarelli,187.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,Boscarelli,2018.0,0.75,14.0,16,red,,dry,full,,False,False,90.0,"Canaiolo, Sangiovese, Colorino"
Vino Nobile di Montepulciano Poliziano,189.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,Poliziano,2019.0,0.75,14.5,17,red,,dry,average,,False,False,90.0,Sangiovese
Vino Nobile di Montepulciano Poliziano magnum,379.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,Poliziano,2018.0,1.5,14.0,17,red,,dry,average,,False,False,91.5,Sangiovese
Vino Nobile di Montepulciano Riserva Boscarelli,214.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,Boscarelli,2016.0,0.75,14.0,16-18,red,,dry,full,,False,False,92.0,"Colorino, Sangiovese"
Vinya Alforí PURE EST Monastrell Valencia DO BIO,55.0,Spain,Valencia,Valencia DOP,,2021.0,0.75,13.5,15,red,,dry,average,,True,True,,Monastrell
Vinya Alforí PURE EST Tempranillo Valencia DO BIO,53.0,Spain,Valencia,Valencia DOP,,2021.0,0.75,13.5,15,red,,dry,average,,True,True,,Tempranillo
Vinya Alforí PURE EST Verdejo Valencia DO BIO,53.0,Spain,Valencia,Valencia DOP,,2022.0,0.75,12.0,16,white,,dry,light,,True,True,,Verdejo
Voyeur Mulato Tinto Niepoort,149.0,Portugal,Douro,Douro DOC,Niepoort,2019.0,1.0,13.0,14,red,,dry,average,,True,True,,"Tinta Roriz, Tinta Amarela, Malvasia Bianca"
Weiss Genuss Auer,59.0,Austria,,Thermenregion,Auer,2021.0,0.75,11.0,10-12,white,,semi-dry,light,,False,True,,Welschriesling
Weisser Burgunder Wittmann,75.0,Germany,Rheinhessen,,Wittmann,2020.0,0.75,,,white,,dry,average,,False,True,,Pinot Blanc
Weninger Blaufränkisch Burgenland,111.0,Austria,Burgenland,,,2018.0,0.75,12.0,15,red,,dry,average,,False,True,,Blaufränkisch
Weninger Blaufränkisch Hochäcker Burgenland,139.0,Austria,Burgenland,,,2018.0,0.75,12.5,16-18,red,,dry,average,,False,True,,Blaufränkisch
Weninger Fehérburgundi Sopron,139.0,Hungary,Sopron,,,2021.0,0.75,12.0,10,white,,dry,average,,False,True,,Pinot Blanc
Weninger Kékfrankos Balf Sopron,111.0,Hungary,Sopron,,,2019.0,0.75,12.5,16-18,red,,dry,average,,False,True,,Kekfrankos
Weninger Ponzichter Burgenland/Sopron,129.0,Austria,Burgenland,,,2019.0,0.75,12.0,15,red,,dry,average,,False,True,,"Pinot Noir, Zweigelt, Cabernet Franc, Blaufränkisch"
Weninger Rózsa Petsovits Burgenland,119.0,Austria,Burgenland,,,2021.0,0.75,12.0,12-14,rose,,dry,average,,False,True,,"Pinot Noir, Syrah, Zweigelt, Blaufränkisch"
Whistling Duck Sauvignon Blanc Semillon Riverina,51.0,Australia,Riverine,,Calabria Family Wines,2021.0,0.75,,12,white,,dry,,,False,False,,
Whistling Duck Shiraz Riverina,51.0,Australia,Riverine,,Calabria Family Wines,2020.0,0.75,,16-18,red,,dry,,,False,False,,Shiraz
Winnica Chodorowa Johanniter Małopolska,79.0,Poland,Lesser Poland,,,2020.0,0.75,12.5,8-10,white,,dry,average,,False,False,,Johanniter
Winnica Chodorowa Wino Musujące Małopolska,105.0,Poland,Lesser Poland,,,2018.0,0.75,11.5,8-10,,sparkling,dry,average,,False,False,,
Winnica Chodorowa Hibernal Małopolska,79.0,Poland,Lesser Poland,,,2021.0,0.75,12.0,8-10,white,,dry,average,,False,False,,Hibernal
Winnica Chodorowa Solaris Małopolska,79.0,Poland,Lesser Poland,,,2021.0,0.75,12.5,8-10,white,,semi-sweet,average,,False,False,,Solaris
Winnica Chodorowa Z Sadu Wino Jabłkowe Musujące Małopolska,55.0,Poland,Lesser Poland,,,2018.0,0.75,11.5,6,,sparkling,semi-dry,light,,False,False,,
Wolność - Winnica na Dziole,72.0,Poland,Lesser Poland,,Winnica Na Dziole,2021.0,0.75,11.0,10-12,white,,semi-dry,average,,False,False,,"Solaris, Hibernal"
Yasmin Red Recanati,69.0,Israel,Galilee,,Recanati,2021.0,0.75,13.0,16-18,red,,dry,average,,True,False,,Cabernet Sauvignon
Yasmin White Recanati,69.0,Israel,Galilee,,Recanati,2021.0,0.75,11.5,10-12,white,,dry,light,,False,False,,Chardonnay
Zafrico Pinotage Dry RPA,41.0,South Africa,,,,2018.0,0.75,12.5,16-18,red,,dry,average,,False,False,,Pinotage
Zafrico Red Semi-Dry RPA NV,41.0,South Africa,,,,,0.75,13.0,16-18,red,,semi-dry,average,,False,False,,
Zafrico Red Semi-Sweet RPA NV,41.0,South Africa,,,,,0.75,12.5,16-18,red,,semi-sweet,average,,False,False,,
Zafrico White Semi-Dry RPA NV,41.0,South Africa,,,,,0.75,12.5,10-12,white,,semi-dry,light,,False,False,,
Zanna Riserva Illuminati,145.0,Italy,Abruzzo,Montep.d Abruzzo Colline Terramane DOC,Illuminati,2017.0,0.75,14.5,,red,,dry,full,Tre Bicchieri Gambero Rosso,True,False,,Montepulciano
Zavec Brothers Furmint,95.0,Slovenia,Podrawie,Haloze,,2022.0,0.75,13.0,8-10,white,,dry,average,,True,True,,Furmint
Zavec Brothers Lost and Found Orange Wine,95.0,Slovenia,Podrawie,Haloze,,2021.0,0.75,13.0,14,orange,,dry,average,,True,True,,"Chardonnay, Sauvignon Blanc, Welschriesling"
Zavec Brothers Pet Nat,95.0,Slovenia,Podrawie,Haloze,,2022.0,0.75,12.0,6,,sparkling,dry,average,,True,True,,"Chardonnay, Sauvignon Blanc, Welschriesling"
Zestaw Champagne Lanson Black Label Brut + 2 kieliszki,409.0,France,Champagne,Champagne AOC,Champagne Lanson,,0.75,,,,champagne,,,,False,False,,"Chardonnay, Pinot Noir, Pinot Meunier"
Zorzal Chardonnay Navarra DO,59.0,Spain,Navarre,,Viña Zorzal,2022.0,0.75,13.0,8,white,,dry,,,False,True,,Chardonnay
Zorzal Crianza Navarra DO,69.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,13.5,16-18,red,,dry,,,False,True,,Garnacha
Zorzal Cuatro del Cuatro Graciano Navarra DO,125.0,Spain,Navarre,,Viña Zorzal,2019.0,0.75,13.5,15,red,,dry,,,False,True,,Graciano
Zorzal Garnacha Blanca Navarra DO,75.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,13.0,8,white,,dry,,,False,False,,Garnacha Blanca
Zorzal Garnacha Navarra DO,59.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,13.5,16-18,red,,dry,,,False,True,92.0,Garnacha
Zorzal Garnacha Rose Navarra DO,59.0,Spain,Navarre,,Viña Zorzal,2021.0,0.75,13.5,8,rose,,dry,,,False,True,,Garnacha
Zorzal Graciano Navarra DO,75.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,13.5,16-18,red,,dry,,,False,True,,Graciano
Zorzal Lecciones de Vuelo Garnacha Navarra DO,349.0,Spain,Navarre,,Viña Zorzal,2019.0,0.75,14.0,16-18,red,,dry,,,False,True,94.0,Garnacha
Zorzal Malayeto Garnacha Navarra DO,115.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,14.0,16-18,red,,dry,,,False,True,,Garnacha
Zorzal Nat Cool Graciano Navarra DO,129.0,Spain,Navarre,,Viña Zorzal,2020.0,0.75,12.0,16-18,red,,dry,,,False,True,,Graciano
Zweigelt Auer,59.0,Austria,Weinland,Thermenregion,Auer,2021.0,0.75,12.5,16,red,,dry,average,,False,True,,Zweigelt
Zweigelt Kamptal Gobelsburg,97.0,Austria,Kamptal,Niederosterreich,Schloss Gobelsburg,2019.0,0.75,12.5,12,red,,dry,light,,False,False,,Zweigelt
Zweigelt Landwein Auer 1L,49.0,Austria,Weinland,,Auer,,1.0,12.0,16,red,,dry,average,,False,False,,Zweigelt
Acordeon Malbec,59.0,Argentina,Cafayate,,Finca N,2021.0,0.75,14.5,16-18,red,,dry,average,,False,False,,Malbec
Alazani Valley Shilda białe,47.0,Georgia,Kakheti,,Shilda,2019.0,0.75,12.5,10-12,white,,semi-sweet,light,,False,False,,Rkatsiteli
Alheit Broom Ridge Bio,239.0,South Africa,Western Cape,,Alheit Vineyards,2019.0,0.75,13.22,12,white,,dry,average,,True,True,,Chenin Blanc
Alheit Huilkrans Bio,362.0,South Africa,Western Cape,,Alheit Vineyards,2019.0,0.75,13.36,12,white,,dry,full,,True,True,93.5,Chenin Blanc
Allegrini Amarone Valpolicella Classico DOCG Magnum,799.0,Italy,Veneto,Amarone della Valpolicella Classico DOCG,Allegrini,2014.0,1.5,16.0,18,red,,dry,full,,False,False,92.0,"Corvina/Corvinone, Rondinella, Oseleta"
Allegrini Fieramonte Amarone Classico DOCG Riserva,1605.0,Italy,Veneto,Amarone della Valpolicella Classico DOCG,Allegrini,2012.0,0.75,,18,red,,dry,full,,False,False,,"Corvina/Corvinone, Rondinella, Oseleta"
Allegrini Palazzo della Torre Veronese IGT w tubie,149.0,Italy,Veneto,Veneto IGT,Allegrini,2016.0,0.75,,16-18,red,,dry,,,False,False,90.0,"Corvina Veronese, Rondinella, Molinara"
Amaya Arzuaga Collection Ribera del Duero,544.0,Spain,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2016.0,0.75,,17,red,,dry,,,False,False,,"Tempranillo, Albillo"
Andi Weigand MTH Frankonia,139.0,Germany,Franconia,,,2021.0,0.75,11.5,10-12,white,,dry,average,,True,True,,Müller Thurgau
Angelo Gaja Barbaresco DOCG,1758.0,Italy,Piedmont,Nebbiolo d Alba DOC,Gaja,2019.0,0.75,14.0,18,red,,dry,full,,False,False,95.0,Nebbiolo
Angelo Gaja Sori Tildin Barbaresco DOP,3299.0,Italy,Piedmont,Sori Tildin Barbaresco DOP,Gaja,2017.0,0.75,14.0,18,red,,dry,full,,False,False,95.5,Nebbiolo
Angol D`Amig Scaramúsc IGP Lambrusco dell'Emilia,99.0,Italy,Emilia Romana,Lambrusco dell'Emilia IGP,,2021.0,0.75,11.0,8,red,sparkling,dry,average,,True,True,,"Lambrusco Grasparossa, Lambrusco di Sorbara, Lambrusco Salamino, Lambrusco Marani"
Appassimento Negroamaro Scala,55.0,Italy,Puglia,Salento IGT,Cantina Castelnuovo del Garda,2017.0,0.75,14.5,18,red,,semi-dry,full,,False,False,,Negroamaro
Arrogantone Primitivo Puglia IGT,89.0,Italy,Puglia,Puglia IGT,Agricole Selvi,2019.0,0.75,15.5,18,red,,dry,,,False,False,,Primitivo
Arrogantone Sangiovese Toscana IGT,85.0,Italy,Tuscany,Toscana IGT,Agricole Selvi,2016.0,0.75,15.0,18,red,,dry,,,False,False,,Sangiovese
Barolo Bric dël Fiasc Paolo Scavino,645.0,Italy,Piedmont,Barolo DOCG,Paolo Scavino,2016.0,0.75,,18,red,,dry,full,,False,False,96.25,Nebbiolo
Barolo Gavarini Vigna Chinera Elio Grasso,449.0,Italy,Piedmont,Barolo DOCG,Elio Grasso,2015.0,0.75,,,red,,dry,average,,False,False,,Nebbiolo
Blanc de Blancs Grand Cru Billecart-Salmon,499.0,France,Champagne,Champagne AOC,Billecart-Salmon,,0.75,12.0,6-10,,champagne,dry,light,,False,False,,Chardonnay
Bodegas Caro Amancaya Reserva Mendoza,117.0,Argentina,Mendoza,,Bodegas Caro,2019.0,,,,red,,dry,full,,False,False,,"Malbec, Cabernet Sauvignon"
Bodegas Caro Aruma Malbec Mendoza,89.0,Argentina,,,Bodegas Caro,2020.0,,,,red,,dry,,,False,False,,Malbec
"Bodegas Fontana Oveja Naranja, Uclés DO",69.0,Spain,Castile (Castilla y Leon),Uclés DO,,2021.0,0.75,12.0,9,orange,,dry,average,,True,True,,"Moscatel, Gewürztraminer"
Borgo alla Terra Chianti DOCG Geografico,49.0,Italy,Tuscany,Chianti DOCG,Geografico,2019.0,0.75,,,red,,dry,,,False,False,,"Canaiolo, Sangiovese"
Borgo alla Terra Chianti DOCG Riserva Geografico,55.0,Italy,Tuscany,Chianti DOCG,Geografico,2019.0,0.75,,,red,,dry,,,False,False,,"Canaiolo, Sangiovese"
Borgo Molino Extra Dry Corte delle Rose,55.0,Italy,Veneto,Prosecco DOC,Borgo Molino,,0.75,12.5,9,,sparkling,dry,light,,False,False,,Prosecco
Borgo Molino Il Solito Cuvee Corte delle Rose,55.0,Italy,Veneto,Prosecco DOC,Borgo Molino,,0.75,11.0,9,,sparkling,dry,light,,False,False,,Prosecco
Bortolin Brut Valdobbiadene Prosecco Superiore DOCG,83.0,Italy,Veneto,Prosecco DOC,Bortolin,,0.75,12.0,9,,sparkling,dry,average,,False,False,,Glera
Bortolin Prosecco Ru' Millesimato Extra Dry,105.0,Italy,Veneto,Prosecco di Conegliano-Valdobbiadene DOC,Bortolin Fratelli,,0.75,11.0,9,,sparkling,semi-dry,average,,False,False,,Prosecco
Bottega Vinai Chardonnay Trentino DOC,65.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2019.0,0.75,,,white,,dry,,,False,False,,Chardonnay
Bouvet Excellence Crémant de Loire Brut,96.3,France,Loire Valley,,Bouvet-Ladubay,,0.75,12.5,8-10,,sparkling,dry,average,"IWC Bronze, Berliner Gold",False,False,,"Chenin Blanc, Chardonnay"
Brancaia Chianti Classico DOCG,154.0,Italy,Tuscany,Chianti Classico DOCG,,2020.0,0.75,13.5,16-18,red,,dry,average,,False,False,92.0,Sangiovese
Bründlmayer Sekt Brut Reserve Kamptal NV,229.0,Austria,Kamptal,Kamptal DAC,,,0.75,12.0,8,,sparkling,,full,,True,True,93.0,"Grüner Veltliner, Pinot Noir, Pinot Blanc, Pinot Gris, Chardonnay"
Brunello di Montalcino DOCG Il Poggione,284.0,Italy,Tuscany,Brunello di Montalcino DOCG,Tenuta Il Poggione,2016.0,0.75,14.5,18,red,,dry,full,,False,False,94.0,Sangiovese
Brunello di Montalcino DOCG Il Poggione 3L Doublemagnum,999.0,Italy,Tuscany,Brunello di Montalcino DOCG,Tenuta Il Poggione,2013.0,3.0,14.5,18,red,,dry,full,Decanter Bronze,False,False,,Sangiovese
Brut Reserve Billecart-Salmon,329.0,France,Champagne,Champagne AOC,Billecart-Salmon,,0.75,12.0,6-10,,champagne,dry,average,,False,False,,Pinot Noir
Brut Reserve Billecart-Salmon double magnum Jeroboam,1799.0,France,Champagne,Champagne AOC,Billecart-Salmon,,3.0,12.0,6-10,,champagne,dry,average,,False,False,,Pinot Noir
Brut Rose Billecart-Salmon,299.0,France,Champagne,Champagne AOC,Billecart-Salmon,,0.375,12.0,6-10,,champagne,dry,average,,False,False,,"Chardonnay, Pinot Noir, Pinot Meunier"
Brut Rose Billecart-Salmon Magnum,999.0,France,Champagne,Champagne AOC,Billecart-Salmon,,1.5,12.0,6-10,,champagne,dry,average,,False,False,,Chardonnay
Ca' Lojera Lugana DOC,115.0,Italy,Lombardy,Lugana DOC,,2021.0,0.75,13.0,8-10,white,,dry,average,,False,True,,Trebbiano di Lugana
Ca' Lojera Merlot Monte della Guardia Veneto VdT,109.0,Italy,Veneto,Vino da Tavola (VdT),,2019.0,0.75,14.0,16,red,,dry,average,,False,True,,Merlot
Ca' Lojera Riserva del Lupo Lugana DOC,169.0,Italy,Lombardy,Lugana DOC,,2018.0,0.75,14.0,12,white,,dry,full,,False,True,,Trebbiano di Lugana
Cabane Winnice Jaworek,89.0,Poland,Lower Silesia,,Winnice Jaworek,2017.0,0.75,12.0,17,red,,dry,average,,False,False,,"Cabernet Carbon, Dornfelder, Cabernet Cortis, Cabernet Dorsa"
Cabernet Blanc Auer,59.0,Austria,Weinland,Thermenregion,Auer,2021.0,0.75,12.5,10,white,,dry,average,,False,True,,Cabernet Blanc
Cabernet Sauvignon Totino Estate,49.0,Australia,,,Totino Estate,2013.0,0.75,13.0,18,red,,dry,average,,False,False,,Cabernet Sauvignon
Campomaggio Chianti Classico,89.0,Italy,Tuscany,Chianti Classico DOCG,Castellani,2017.0,0.75,13.0,18,red,,dry,average,,False,False,,Sangiovese
Campus Bellum,49.0,Italy,Sicily,Sicilia IGT,San Rocco,2020.0,0.75,14.0,15,red,,dry,average,,False,False,,Cabernet Sauvignon
"Can Sumoi Xarel.lo, DO Penedès",95.0,Spain,Catalonia,Penedes DO,,2022.0,0.75,12.5,8,white,,dry,average,,True,True,,Xarel.lo
Cane Nero Winnica Zagardle,89.0,Poland,Lesser Poland,,Zagardle,,0.75,13.0,16-18,red,,dry,average,,False,False,,"Regent, Leon Millot"
Cantele Fanòi Primitivo Salento IGT,225.0,Italy,Puglia,Salento IGT,,2019.0,0.75,14.0,17,red,,dry,full,,False,False,,Primitivo
Cantele Primitivo Salento IGT,59.0,Italy,Puglia,Salento IGT,,2021.0,0.75,14.0,15,red,,dry,average,,False,False,,Primitivo
Cantele Telero Bianco Puglia IGT,47.0,Italy,Puglia,Puglia IGT,,2021.0,0.75,11.5,10,white,,dry,light,,False,False,,Bombino Bianco
Cantele Telero Rosso Puglia IGT,49.0,Italy,Puglia,Puglia IGT,,2021.0,0.75,12.0,16,red,,dry,light,,False,False,,"Merlot, Cabernet Sauvignon, Negroamaro"
Carl Jung BIO Mousseaux (bezalkoholowe),45.0,Germany,,,Carl Jung,,0.75,0.0,,,sparkling,semi-dry,,,False,False,,"Riesling, Sylvaner, Airen"
Carl Jung Merlot (bezalkoholowe),45.0,Germany,Rheinhessen,,Carl Jung,,0.75,0.0,15,red,,semi-dry,light,,False,False,,Merlot
Carmenere - Syrah Gran Reserva w pudełku VITA bordeaux,90.0,Chile,Elqui Valley,,Falernia,,0.75,,16-18,red,,dry,full,,False,False,,Carmenere
Carmenere Reserva Vina Falernia,55.0,Chile,Elqui Valley,,Falernia,2018.0,0.75,14.0,18,red,,dry,average,,False,False,,Carmenere
Casa Balaguer Benimaquía Alicante DO,109.0,Spain,Valencia,Alicante DO,,2020.0,0.75,13.5,10-12,orange,,dry,full,,True,True,92.0,Moscatel
Casa Balaguer El Rosado de Padilla Alicante DO,99.0,Spain,Valencia,Alicante DO,,2018.0,0.75,12.5,13,rose,,dry,average,,True,True,,Monastrell
Casa Balaguer El Vivero Alicante DO,119.0,Spain,Valencia,Alicante DO,,2019.0,0.75,13.0,16,red,,dry,average,,True,True,91.0,"Garnacha Peluda, Garnacha"
Casa Balaguer Salicornio Malvasia Alicante DO,99.0,Spain,Valencia,Alicante DO,,2020.0,0.75,13.5,8-10,orange,,dry,average,,True,True,92.0,Malvasia Bianca
Casa Balaguer Tragolargo blanco Alicante DO,103.0,Spain,Valencia,Alicante DO,,2022.0,0.75,12.5,14,orange,,dry,average,,True,True,,"Moscatel, Malvasia Bianca"
Castello di Volpaia Chianti Classico Riserva DOCG - Magnum w skrzyni,325.0,Italy,Tuscany,Chianti Classico DOCG,Castello di Volpaia,2016.0,1.5,,,red,,dry,full,,False,True,92.0,Sangiovese
Castello di Volpaia Balifico Supertuscan Toscana IGT,374.0,Italy,Tuscany,Toscana IGT,Castello di Volpaia,2017.0,0.75,,,red,,dry,,,False,True,,"Sangiovese, Cabernet Sauvignon"
Castello di Volpaia Chianti Classico DOCG,155.0,Italy,Tuscany,Chianti Classico DOCG,Castello di Volpaia,2020.0,0.75,,,red,,dry,average,,False,False,,Sangiovese
Castillo de Mendoza 1ª (primera) Cosecha Riserva DOC,429.0,Spain,Rioja,Rioja DOC,,1994.0,0.75,14.0,16,red,,dry,average,Bruxela Złoto,True,False,,Tempranillo
Castillo de Mendoza Reserva Rioja DOC magnum,239.0,Spain,Rioja,Rioja DOC,,2016.0,1.5,14.0,16,red,,dry,average,,True,True,,Tempranillo
Castorani Amorino Montepulciano d'Abruzzo Terre di Casauria DOC,144.0,Italy,Abruzzo,Montepulciano d'Abruzzo Terre di Casauria DOC,,2018.0,0.75,13.0,16-18,red,,dry,full,,False,True,,Montepulciano
Catuj Nero d'Avola Selvi,45.0,Italy,Sicily,Sicilia IGT,Agricole Selvi,2018.0,0.75,13.0,16-18,red,,dry,average,,False,False,,Nero d'Avola
Cava Brut Reserva Heredad Magnum w skrzyni,259.0,Spain,Penedes,Cava DO,Segura Viudas,,1.5,12.0,11,,sparkling,dry,average,,False,False,,
Celler del Roure Les Prunes Valencia DOP,89.0,Spain,Valencia,Valencia DOP,,2021.0,0.75,12.5,10-12,rose,,dry,average,,True,True,,Mandó
Chablis 1 er Cru Montmains AC Collet,187.0,France,Burgundy,Chablis 1er cru AOC,Domaine Collet,2018.0,0.75,12.5,12,white,,dry,average,,False,False,,Chardonnay
Chablis 1 er Cru Vaillons AC Collet,195.0,France,Burgundy,Chablis 1er cru AOC,Domaine Collet,2020.0,0.75,12.5,12,white,,dry,average,,False,False,,Chardonnay
Chablis Bouchard Aine & Fils,99.0,France,Burgundy,Chablis AOC,Bouchard Aîné & Fils,2016.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Chardonnay
Champagne Lanson Black Label Brut Reserve,379.0,France,Champagne,Champagne AOC,Champagne Lanson,,0.75,,,,champagne,,,,False,False,,"Chardonnay, Pinot Noir"
Champagne Lanson Blanc de Blancs,494.0,France,Champagne,Champagne AOC,Champagne Lanson,,0.75,,,,,dry,,,False,False,,Chardonnay
Champagne Lanson Clos Lanson Chardonnay Brut Vintage + luksusowa drewniana szkatułka,1299.0,France,Champagne,Champagne AOC,Champagne Lanson,2007.0,0.75,,,white,champagne,,,,False,False,,Chardonnay
Chapoutier Selections Parcellaires Pavillon Rouge Ermitage AOP Bio,2799.0,France,Rhône Valley,Hermitage AOP,Maison Michel Chapoutier,2010.0,0.75,14.0,16-18,red,,dry,full,,False,True,100.0,Syrah
Chardonnay Merol St. Michael Eppan,109.0,Italy,Trentino Alto Adige,Alto Adige Chardonnay DOC,St. Michael-Eppan,2020.0,0.75,13.5,12,white,,dry,average,,False,False,,Chardonnay
Chardonnay Reserva Vina Falernia,55.0,Chile,Elqui Valley,,Falernia,2021.0,0.75,13.5,11,white,,dry,average,,False,False,,Chardonnay
Chardonnay Twin Oaks Robert Mondavi,73.0,United States of America,California,,Robert Mondavi Winery,2021.0,0.75,13.5,12,white,,dry,average,,False,False,,Chardonnay
Chardonnay Winnica Wieliczka,129.0,Poland,Lesser Poland,,,2021.0,0.75,11.0,12,white,,dry,average,,False,True,,Chardonnay
Château Cheval Blanc Le Petit Cheval Grand Cru Classe Saint-Emilion AOC,1682.0,France,Bordeaux,Saint Emilion Grand Cru Classe,Château Cheval Blanc,2016.0,0.75,,18,red,,dry,full,,False,False,93.0,"Cabernet Franc, Merlot"
Château Cos Labory Grand Cru Classe Saint-Estephe AOC,339.0,France,,Sainte Estephe AOC,,2016.0,0.75,,,red,,dry,full,,False,False,,"Merlot, Cabernet Sauvignon, Cabernet Franc"
Château de la Vieille Chapelle Les Grands Blancs Barrique Vin de France,179.0,France,Bordeaux,Vin de France,,2021.0,0.75,12.0,,white,,dry,average,,False,True,,Semillon
"Château de Riquewihr ""Les Murailles"" Riesling Alsace AOC",112.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2021.0,0.75,,10-12,white,,semi-dry,average,,False,False,,Riesling
"Château de Riquewihr ""Les Sorcières"" Gewurztraminer Alsace AOC",135.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2017.0,0.75,,,white,,semi-sweet,,Decanter Gold,False,False,,Gewürztraminer
"Château de Riquewihr ""Schoenenbourg"" Riesling Grand Cru Alsace AOC",181.0,France,Alsace,,Chateau De Riquewihr  Dopff & Irion,2020.0,0.75,13.0,12-14,white,,semi-dry,full,,False,False,,Riesling
"Château de Riquewihr ""Sporen"" Gewurztraminer Grand Cru Alsace",205.0,France,Alsace,,,2018.0,,,14,white,,semi-sweet,full,,False,False,,Gewürztraminer
Château Duhart-Milon Grand Cru Classe Pauillac AOC,819.0,France,Bordeaux,Pauillac AOC,Chateau Duhart-Milon,2015.0,0.75,,,red,,dry,,,False,False,,"Merlot, Cabernet Sauvignon"
Chateau Haut Brion,3999.0,France,Bordeaux,Pessac-Leognan AOC,Chateau Haut Brion,2006.0,0.75,,18,red,,dry,full,,False,False,96.0,
Chateau Haut Closet Rouge Bordeaux AOC,44.0,France,Bordeaux,,Chateau Haut Closet,2019.0,0.75,14.0,,red,,dry,,,False,False,,"Cabernet Sauvignon, Merlot"
Château Laroque AOC Saint-Émilion Grand Cru Classé,369.0,France,Bordeaux,Saint Emilion Grand Cru Classe,,2018.0,0.75,13.5,16-18,red,,dry,full,,False,False,94.5,"Cabernet Franc, Merlot"
Chateau Leoville Barton Deuxieme Cru Classe AOC Saint-Julien,479.0,France,Bordeaux,Saint-Julien AOC,Chateau Leoville Barton,2012.0,0.75,,18,red,,dry,full,,False,False,,Cabernet Franc
